time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
0.9663329124450684,False,,,1,b0909_00007,12e7f5a889684f74a86c6bfd2fb55f5a,2022-04-29_00-04-15,1651190655,0.9663329124450684,45614,ben-ray-small,192.168.2.213,0.9663329124450684,0,1,0.08583784103393555,[0.25396109 0.16359472 0.15878105 0.14286947 0.15483141],[0.01265883 0.00833821 0.00809455 0.00764656 0.00790095],[0.14285714 0.28571429 0.34953704 0.3885582  0.14285714]
