time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
1.3837883472442627,False,,,1,b0909_00015,a78067e7766947d1b2baa5f054436d69,2022-04-29_00-05-55,1651190755,1.3837883472442627,46096,ben-ray-small,192.168.2.213,1.3837883472442627,0,1,0.08072686195373535,[0.31129193 0.28017998 0.2281878  0.23802352 0.2329843 ],[0.01360369 0.01108766 0.01179862 0.01128674 0.01523185],[0.45337302 0.59060847 0.63723545 0.70006614 0.72784392]
