time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
2.402693033218384,False,,,1,b0909_00022,b2818db2cc304372bc81175eed0d6309,2022-04-29_00-07-28,1651190848,2.402693033218384,46523,ben-ray-small,192.168.2.213,2.402693033218384,0,1,0.09696531295776367,[0.57967186 0.39003682 0.41344094 0.4049201  0.52170658],[0.0154407  0.01061869 0.00782537 0.01072431 0.00782394],[0.2853836  0.28439153 0.28571429 0.38955026 0.28769841]
