time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
1.5712687969207764,False,,,1,b0909_00024,b519a4eaffb8482a957d3855b803dfa9,2022-04-29_00-07-55,1651190875,1.5712687969207764,46644,ben-ray-small,192.168.2.213,1.5712687969207764,0,1,0.03355836868286133,[0.48932767 0.27478886 0.25850773 0.22214961 0.22105908],[0.01300645 0.02311325 0.01118255 0.01421666 0.01156807],[0.49834656 0.59920635 0.64616402 0.69378307 0.70535714]
