time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
2.1525251865386963,False,,,1,b0909_00014,2d281e6a35f94dd99d4520265599ad6a,2022-04-29_00-05-42,1651190742,2.1525251865386963,46033,ben-ray-small,192.168.2.213,2.1525251865386963,0,1,0.048526763916015625,[0.53004622 0.34636903 0.39552999 0.45192575 0.35726404],[0.00944018 0.00795531 0.00776863 0.00827622 0.00773931],[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714]
