mean_accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.24814814814814815,0.6288247108459473,False,,,1,27206_00001,06370e746eff4e15889bf3384e8fd04d,2022-04-29_00-20-36,1651191636,0.6288247108459473,54706,ben-ray-small,192.168.2.213,0.6288247108459473,0,1,0.012327909469604492
