time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
2.3157601356506348,False,,,1,b0909_00023,c4977474d729401f9ea92fb792e2e4ed,2022-04-29_00-07-42,1651190862,2.3157601356506348,46584,ben-ray-small,192.168.2.213,2.3157601356506348,0,1,0.08284497261047363,[0.47034574 0.39374018 0.48399401 0.39030123 0.49439788],[0.01182723 0.00799656 0.0079     0.00791574 0.0077045 ],[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714]
