time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,xval/fit_time,xval/score_time,xval/test_score
0.7264101505279541,False,,,1,b0909_00004,11c0c960ba8b40d6a24dff414fe86cc6,2022-04-29_00-03-39,1651190619,0.7264101505279541,45435,ben-ray-small,192.168.2.213,0.7264101505279541,0,1,0.014415740966796875,[0.24079752 0.10004568 0.09111547 0.09505773 0.09873629],[0.00912809 0.00834203 0.00762916 0.00833893 0.00836539],[0.14285714 0.28406085 0.28571429 0.28571429 0.14285714]
